crop,crop_year,season,state,area,production,annual_rainfall,fertilizer,pesticide,yield
Soyabean,2006,Kharif     ,Uttar Pradesh,8.921991410536698,8.897682313454224,590.5,13.771621092729204,1648.68,0.982173913
Sugarcane,2006,Kharif     ,Uttar Pradesh,14.624893355323133,18.71297252535142,590.5,19.47465498218398,494234.4,51.90457143
Sunflower,2006,Summer     ,Uttar Pradesh,9.531263778207766,9.933483152571508,590.5,14.380953864311016,3032.26,1.47
Sweet potato,2006,Kharif     ,Uttar Pradesh,9.844480371956095,12.458091270251,590.5,14.694189815245934,4147.66,13.64421875
Tobacco,2006,Rabi       ,Uttar Pradesh,10.05311372649194,11.724927175865593,590.5,14.902833079701757,5109.94,5.3048
Tobacco,2006,Summer     ,Uttar Pradesh,6.19644412779452,7.27655640271871,590.5,11.044183439567588,107.8,2.972857143
Turmeric,2006,Rabi       ,Uttar Pradesh,7.3938782901077555,8.617400451833262,590.5,12.243029981869869,357.5,3.393243243
Wheat,2006,Rabi       ,Uttar Pradesh,16.034457813543384,17.051968075088993,590.5,20.88421977433261,2023481.24,2.725428571
Arhar/Tur,2006,Kharif     ,Uttarakhand,7.510977752014095,6.903747257584598,1178.9,12.360196910722854,401.94,0.666666667
Bajra,2006,Kharif     ,Uttarakhand,2.4849066497880004,2.6390573296152584,1178.9,7.2483689281039,2.42,1.11
Barley,2006,Rabi       ,Uttarakhand,10.089178426799686,10.22918769217543,1178.9,14.93889929310697,5297.6,1.233846154
Garlic,2006,Whole Year ,Uttarakhand,7.776115477098742,9.72531736686465,1178.9,12.625461105672585,524.04,5.73173913
Gram,2006,Rabi       ,Uttarakhand,6.777646593635117,6.51471269087253,1178.9,11.626277989278794,192.94,0.589166667
Groundnut,2006,Kharif     ,Uttarakhand,7.4673710669175595,7.543802867501509,1178.9,12.316566020498104,384.78,1.008
Horse-gram,2006,Kharif     ,Uttarakhand,9.161570207606754,8.816705015621595,1178.9,14.011228094947011,2095.06,0.695454545
Linseed,2006,Rabi       ,Uttarakhand,3.713572066704308,2.772588722239781,1178.9,8.538837259474109,8.8,0.38
Maize,2006,Kharif     ,Uttarakhand,10.209647846233683,10.487126739641525,1178.9,15.059373388903255,5975.86,1.138461538
Maize,2006,Rabi       ,Uttarakhand,4.406719247264253,4.882801922586371,1178.9,9.244307888142826,17.82,1.626666667
Masoor,2006,Rabi       ,Uttarakhand,9.447623486844112,8.67368398817567,1178.9,14.297307293119689,2788.94,0.550769231
Moong(Green Gram),2006,Kharif     ,Uttarakhand,1.0986122886681098,1.0986122886681098,1178.9,5.546816725124555,0.44,1.0
Moong(Green Gram),2006,Rabi       ,Uttarakhand,3.4339872044851463,2.6390573296152584,1178.9,8.251220424126606,6.6,0.43
Moth,2006,Kharif     ,Uttarakhand,2.3978952727983707,1.3862943611198906,1178.9,7.153129879137668,2.2,0.3
Onion,2006,Whole Year ,Uttarakhand,7.6577552711348655,9.383200644980624,1178.9,12.50704856197119,465.52,6.464615385
Other  Rabi pulses,2006,Rabi       ,Uttarakhand,3.9318256327243257,2.9444389791664403,1178.9,8.761941666482832,11.0,0.298333333
Other Cereals,2006,Kharif     ,Uttarakhand,8.437283808187935,7.586803535162581,1178.9,13.286830912137159,1015.3,0.43625
Other Cereals,2006,Rabi       ,Uttarakhand,6.52649485957079,6.0112671744041615,1178.9,11.374803207576615,150.04,0.51
Other Kharif pulses,2006,Kharif     ,Uttarakhand,9.462187991418748,8.956479847999912,1178.9,14.311872929328082,2829.86,0.631818182
Peas & beans (Pulses),2006,Rabi       ,Uttarakhand,8.517992871586802,8.497602541651233,1178.9,13.367556645104163,1100.66,0.772307692
Potato,2006,Kharif     ,Uttarakhand,9.020994200245264,11.336104750761594,1178.9,13.870636361896059,1820.28,9.942727273
Potato,2006,Rabi       ,Uttarakhand,8.867850063029406,11.263579098784021,1178.9,13.71747237955306,1561.78,9.773846154
Ragi,2006,Kharif     ,Uttarakhand,11.741183912869555,12.050482596975247,1178.9,16.590938084483582,27640.8,1.390909091
Rapeseed &Mustard,2006,Rabi       ,Uttarakhand,9.509036565691064,8.933664178700935,1178.9,14.358725033852668,2965.6,0.453846154
Rice,2006,Kharif     ,Uttarakhand,12.519652701381935,13.199563278899939,1178.9,17.369411144366897,60205.64,1.645384615
Rice,2006,Rabi       ,Uttarakhand,9.202711344811691,10.348461793739006,1178.9,14.052373431522211,2183.06,3.145
Sesamum,2006,Kharif     ,Uttarakhand,7.495541943884256,6.068425588244111,1178.9,12.344752655000866,395.78,0.233076923
Small millets,2006,Kharif     ,Uttarakhand,11.171153208021556,11.341425146807858,1178.9,16.020901312240877,15631.0,1.161818182
Soyabean,2006,Kharif     ,Uttarakhand,9.140775908590273,9.41979059615839,1178.9,13.990431606758687,2051.94,0.994166667
Sugarcane,2006,Whole Year ,Uttarakhand,11.68578573797467,15.798886997457576,1178.9,16.53553945976878,26151.18,61.44
Sunflower,2006,Kharif     ,Uttarakhand,3.871201010907891,4.060443010546419,1178.9,8.700076257201175,10.34,1.23
Tobacco,2006,Whole Year ,Uttarakhand,2.6390573296152584,3.8066624897703196,1178.9,7.415313570827821,2.86,2.857142857
Turmeric,2006,Whole Year ,Uttarakhand,5.337538079701318,6.16541785423142,1178.9,10.182518688306361,45.54,1.915
Urad,2006,Kharif     ,Uttarakhand,9.300363874623772,8.857088135314953,1178.9,14.15003526366338,2407.02,0.634615385
Urad,2006,Rabi       ,Uttarakhand,5.817111159963204,5.356586274672012,1178.9,10.663915973911978,73.7,0.63
Wheat,2006,Rabi       ,Uttarakhand,12.84230814651465,13.58804392558628,1178.9,17.692067589335583,83131.4,1.760769231
other oilseeds,2006,Kharif     ,Uttarakhand,6.723832440821209,6.113682179832232,1178.9,11.572401285991173,182.82,0.587
other oilseeds,2006,Rabi       ,Uttarakhand,6.943122422819428,6.293419278846481,1178.9,11.791926339628674,227.7,0.336666667
Arhar/Tur,2006,Rabi       ,Jharkhand,9.674755288418623,9.92059046043579,1465.1,14.524454996695113,3500.1626,1.448636364
Gram,2006,Rabi       ,Jharkhand,9.562796328490508,9.253974408996244,1465.1,14.412488649212708,3129.4054,0.758636364
Maize,2006,Autumn     ,Jharkhand,11.234715457205402,11.661604057341592,1465.1,16.084464421431967,16656.8116,1.457272727
Masoor,2006,Rabi       ,Jharkhand,8.340816329855812,7.831617276352611,1465.1,13.190341660957632,921.9122,0.493571429
Onion,2006,Rabi       ,Jharkhand,7.9778720665702725,9.724360886638692,1465.1,12.82729379423394,641.2384,5.84
Potato,2006,Rabi       ,Jharkhand,9.498726196736207,11.592623497865622,1465.1,14.348413901979866,2935.1784,8.043636364
Potato,2006,Winter     ,Jharkhand,9.93761164611419,11.966285098187639,1465.1,14.787325769423425,4552.5172,7.690909091
Ragi,2006,Autumn     ,Jharkhand,10.39912511947939,10.13527364923168,1465.1,15.248856966937542,7222.5758,0.827727273
Rapeseed &Mustard,2006,Rabi       ,Jharkhand,9.78146115152593,9.374837343857585,1465.1,14.631167171590961,3894.33,0.655714286
Rice,2006,Autumn     ,Jharkhand,12.120711088656765,12.446474413400653,1465.1,16.970467754428363,40399.711,1.274545455
Rice,2006,Winter     ,Jharkhand,13.811085150276408,13.977285811003247,1465.1,18.6608462223499,219028.3414,1.208181818
Sugarcane,2006,Whole Year ,Jharkhand,6.378239408994666,10.169805529234134,1465.1,11.226315243214533,129.3358,38.04833333
Wheat,2006,Rabi       ,Jharkhand,11.731410502237926,12.007048371749491,1465.1,16.581164596394363,27371.9688,1.280454545
Arhar/Tur,2007,Kharif     ,Andhra Pradesh,13.045484492893253,12.618185607609803,1004.2,17.938834482740504,74080.0,0.635714286
Bajra,2007,Kharif     ,Andhra Pradesh,11.002116507732017,11.302216779257382,1004.2,15.895452099623284,9600.0,1.391538462
Bajra,2007,Rabi       ,Andhra Pradesh,9.546884034617925,9.305741456739435,1004.2,14.440165277525338,2240.0,0.9175
Castor seed,2007,Kharif     ,Andhra Pradesh,12.201065128819632,11.767575435251748,1004.2,17.09441227485776,31840.0,0.563636364
Cotton(lint),2007,Kharif     ,Andhra Pradesh,13.941262645103661,15.065126006783945,1004.2,18.83461390336181,181440.0,2.668
Dry chillies,2007,Kharif     ,Andhra Pradesh,12.066816325306588,13.362955414648066,1004.2,16.960162754760095,27840.0,2.807894737
Dry chillies,2007,Rabi       ,Andhra Pradesh,10.799595985047786,11.798111925972618,1004.2,15.692927863559007,7840.0,2.566111111
Gram,2007,Rabi       ,Andhra Pradesh,13.353476685668044,13.723396365547096,1004.2,18.24682724374805,100800.0,1.28
Groundnut,2007,Kharif     ,Andhra Pradesh,14.220976332738882,14.526498147811566,1004.2,19.11432780455146,240000.0,1.334285714
Groundnut,2007,Rabi       ,Andhra Pradesh,12.59473402514672,13.248116346376765,1004.2,17.488082794214503,47200.0,1.96952381
Horse-gram,2007,Kharif     ,Andhra Pradesh,8.853808274977197,8.294299608857235,1004.2,13.747018632411525,1120.0,0.585
Horse-gram,2007,Rabi       ,Andhra Pradesh,10.668978650219241,9.952325334619427,1004.2,15.562307702488647,6880.0,0.486363636
Jowar,2007,Kharif     ,Andhra Pradesh,11.870606902224587,12.220966184120165,1004.2,16.76395209514491,22880.0,1.455714286
Jowar,2007,Rabi       ,Andhra Pradesh,12.144202560946876,12.479913113434042,1004.2,17.037549415167287,30080.0,1.375384615
Maize,2007,Kharif     ,Andhra Pradesh,13.159661088928443,14.681350167040602,1004.2,18.053011310073195,83040.0,4.237
Maize,2007,Rabi       ,Andhra Pradesh,12.495007682693725,14.37741002203953,1004.2,17.38835609893976,42720.0,6.2215
Mesta,2007,Kharif     ,Andhra Pradesh,10.950824090522445,13.124363376072994,1004.2,15.844158811811393,9120.0,8.165
Moong(Green Gram),2007,Kharif     ,Andhra Pradesh,12.563750586299374,11.849404844423074,1004.2,17.457099249494185,45760.0,0.424210526
Moong(Green Gram),2007,Rabi       ,Andhra Pradesh,11.931642378754141,10.859018228147887,1004.2,16.82498798262738,24320.0,0.500769231
Onion,2007,Kharif     ,Andhra Pradesh,10.043292972227004,12.821260987319457,1004.2,14.936601954316751,3680.0,13.81571429
Onion,2007,Rabi       ,Andhra Pradesh,9.546884034617925,12.506180941677357,1004.2,14.440165277525338,2240.0,18.07142857
Other  Rabi pulses,2007,Rabi       ,Andhra Pradesh,8.006700845440367,8.294299608857235,1004.2,12.899722199879273,480.0,1.25
Other Kharif pulses,2007,Kharif     ,Andhra Pradesh,8.699681400989514,8.006700845440367,1004.2,13.592868131066247,960.0,0.5
Ragi,2007,Kharif     ,Andhra Pradesh,10.778977123006351,10.985309671896763,1004.2,15.672308579543452,7680.0,1.445714286
Ragi,2007,Rabi       ,Andhra Pradesh,8.853808274977197,8.987321812850125,1004.2,13.747018632411525,1120.0,1.1
Rice,2007,Kharif     ,Andhra Pradesh,14.762524850378789,15.918546670582947,1004.2,19.65587659887057,412480.0,3.094545455
Rice,2007,Rabi       ,Andhra Pradesh,14.156260062590048,15.451201036360267,1004.2,19.049611490165887,224960.0,3.159090909
Sesamum,2007,Kharif     ,Andhra Pradesh,11.314486721293981,9.798182590890704,1004.2,16.207826751145614,13120.0,0.177857143
Sesamum,2007,Rabi       ,Andhra Pradesh,10.34177474101152,8.987321812850125,1004.2,15.235094858763354,4960.0,0.244545455
Small millets,2007,Kharif     ,Andhra Pradesh,10.463131911491967,9.99884318585288,1004.2,15.356455688131676,5600.0,0.727142857
Sugarcane,2007,Whole Year ,Andhra Pradesh,12.417147664184915,16.820301725555712,1004.2,17.310495779440835,39520.0,83.4125
Sunflower,2007,Kharif     ,Andhra Pradesh,11.661354090741,11.19822841866684,1004.2,16.554697668192883,18560.0,0.66625
Sunflower,2007,Rabi       ,Andhra Pradesh,12.644330802262578,12.804911893867851,1004.2,17.53767973412431,49600.0,1.32875
Tobacco,2007,Whole Year ,Andhra Pradesh,11.695255355062795,12.07254696717504,1004.2,16.58859921771447,19200.0,1.529166667
Urad,2007,Kharif     ,Andhra Pradesh,11.472113887062386,10.799595985047786,1004.2,16.36545568201745,15360.0,0.534375
Urad,2007,Rabi       ,Andhra Pradesh,12.91657092142417,12.211065162153215,1004.2,17.809920616324565,65120.0,0.6
Wheat,2007,Rabi       ,Andhra Pradesh,8.987321812850125,8.987321812850125,1004.2,13.880549891174542,1280.0,1.0
Arhar/Tur,2007,Kharif     ,Bihar,10.33724852979914,10.661204503745374,1600.2,15.230568502310243,4937.6,1.278648649
Bajra,2007,Kharif     ,Bihar,8.159946655578548,8.257644958208228,1600.2,13.053015014166244,559.52,1.045
Banana,2007,Whole Year ,Bihar,9.791046473190379,12.361408337239142,1600.2,14.684343074231547,2859.52,15.2126087
Barley,2007,Rabi       ,Bihar,9.642317574624458,9.826282481627157,1600.2,14.535605270286993,2464.32,1.192647059
Castor seed,2007,Kharif     ,Bihar,5.318119993844216,5.272999558563747,1600.2,10.206595039190645,32.48,0.9775
Coriander,2007,Whole Year ,Bihar,7.681560362559537,7.3613754289773485,1600.2,12.57445459428826,346.72,0.736666667
Dry chillies,2007,Whole Year ,Bihar,7.893945138235959,8.170468578330674,1600.2,12.786927004091423,428.8,1.106206897
Garlic,2007,Whole Year ,Bihar,7.8252452914317745,8.193123721512068,1600.2,12.718200820607757,400.32,1.448
Ginger,2007,Kharif     ,Bihar,6.551080335043404,6.98100574072173,1600.2,11.443013599909438,111.84,1.644545455
Gram,2007,Rabi       ,Bihar,11.068293242272354,11.05838565221483,1600.2,15.961629893405403,10256.8,1.088235294
Groundnut,2007,Kharif     ,Bihar,7.0967213784947605,6.767343125265392,1600.2,11.989251565207551,193.12,0.683333333
Jowar,2007,Kharif     ,Bihar,8.139440521874608,8.232706009860976,1600.2,13.032503000411028,548.16,1.086428571
Jute,2007,Kharif     ,Bihar,11.787735041199335,14.032917687426547,1600.2,16.681079634434937,21060.32,9.998571429
Khesari,2007,Rabi       ,Bihar,11.493895539063423,11.318721592241225,1600.2,16.387237556775002,15698.24,0.803684211
Linseed,2007,Rabi       ,Bihar,10.222232150439726,10.029767718446458,1600.2,15.115548202721104,4401.12,0.828108108
Maize,2007,Autumn     ,Bihar,12.4810493454844,12.680451066405023,1600.2,17.374397709480096,42127.84,1.305526316
Maize,2007,Rabi       ,Bihar,12.276167576193435,13.662646050662413,1600.2,17.169515083081677,34323.36,3.763611111
Maize,2007,Summer     ,Bihar,12.1089117542153,13.342648447150056,1600.2,17.002258418799293,29036.96,3.207142857
Masoor,2007,Rabi       ,Bihar,11.973434159654163,11.745108040935108,1600.2,16.866780030788657,25357.92,0.779736842
Mesta,2007,Kharif     ,Bihar,10.026899162451327,12.252789232752697,1600.2,14.920207431279287,3620.16,8.203043478
Moong(Green Gram),2007,Kharif     ,Bihar,9.086476384753796,8.58653266949485,1600.2,13.97971617420588,1413.44,0.627878788
Moong(Green Gram),2007,Summer     ,Bihar,11.957918931211797,11.446571964420206,1600.2,16.85126470442658,24967.52,0.644117647
Onion,2007,Whole Year ,Bihar,9.630168502920114,11.825770770960284,1600.2,14.523455410922454,2434.56,8.736111111
Other  Rabi pulses,2007,Rabi       ,Bihar,8.023879992734878,7.724004656676065,1600.2,12.916906982059746,488.32,0.740909091
Other Kharif pulses,2007,Kharif     ,Bihar,7.247080584585756,6.822197390620491,1600.2,12.139725556586015,224.48,0.657368421
Peas & beans (Pulses),2007,Rabi       ,Bihar,10.05573642507379,10.129985471662911,1600.2,14.94904594080026,3726.08,1.094324324
Potato,2007,Whole Year ,Bihar,11.944123294974,14.03393016902158,1600.2,16.837468979836537,24625.44,8.115
Ragi,2007,Kharif     ,Bihar,9.489713016556824,8.98682175033189,1600.2,14.382990088327833,2115.52,0.647241379
Rapeseed &Mustard,2007,Rabi       ,Bihar,11.386534234892503,11.378993992324366,1600.2,16.279875106112325,14100.16,0.932631579
Rice,2007,Autumn     ,Bihar,13.169756375515476,12.671434267311104,1600.2,18.063106615868712,83882.56,0.617
Rice,2007,Summer     ,Bihar,11.612236720693426,12.05694599079386,1600.2,16.505579867401853,17670.4,1.416666667
Rice,2007,Winter     ,Bihar,14.86025290219805,15.193761910634635,1600.2,19.753604686534114,454826.4,1.260789474
Safflower,2007,Rabi       ,Bihar,4.7535901911063645,4.532599493153256,1600.2,9.63834944451924,18.4,0.832857143
Sannhamp,2007,Kharif     ,Bihar,8.146709052203319,9.635738817791797,1600.2,13.039773628774176,552.16,4.3544
Sesamum,2007,Kharif     ,Bihar,7.949091499830517,7.716906135298388,1600.2,12.842093235273225,453.12,0.811851852
Small millets,2007,Kharif     ,Bihar,8.853808274977197,8.550627967502475,1600.2,13.747018632411525,1120.0,0.752727273
Sugarcane,2007,Whole Year ,Bihar,11.580957875362055,15.2085893526799,1600.2,16.474300736530896,17126.24,33.2446875
Sunflower,2007,Rabi       ,Bihar,10.001203926042198,10.330290057291649,1600.2,14.894511053126278,3528.32,1.43037037
Sweet potato,2007,Whole Year ,Bihar,8.227375506834035,10.812753669473318,1600.2,13.120462371637306,598.56,13.45586207
Tobacco,2007,Whole Year ,Bihar,9.497847429113676,10.018110043372825,1600.2,14.3911251090136,2132.8,1.808333333
Turmeric,2007,Whole Year ,Bihar,8.141189793457691,8.13739583005665,1600.2,13.034252778309565,549.12,0.9985
Urad,2007,Kharif     ,Bihar,10.01534193731027,9.76984186766621,1600.2,14.908649696232432,3578.56,0.807878788
Wheat,2007,Rabi       ,Bihar,14.572211243442561,15.420431082347875,1600.2,19.465562911229355,340997.12,2.228421053
Arhar/Tur,2007,Kharif     ,Chhattisgarh,10.827290000694122,10.176677621334473,1246.2,15.720622432456107,8060.16,0.535
Bajra,2007,Kharif     ,Chhattisgarh,4.23410650459726,3.4657359027997265,1246.2,9.112970071579907,10.88,0.376666667
Bajra,2007,Whole Year ,Chhattisgarh,6.255750041753367,9.855976569865076,1246.2,11.147195360822078,83.2,38.48533333
Barley,2007,Rabi       ,Chhattisgarh,8.141481041457421,8.289539484624141,1246.2,13.034544110523163,549.28,1.072857143
Castor seed,2007,Kharif     ,Chhattisgarh,5.0689042022202315,4.110873864173311,1246.2,9.955994610015143,25.28,0.9025
Coriander,2007,Whole Year ,Chhattisgarh,8.066207568006265,6.79346613258001,1246.2,12.959248034793488,509.44,0.305
Cotton(lint),2007,Kharif     ,Chhattisgarh,3.9318256327243257,4.23410650459726,1246.2,8.805525052709516,8.0,1.15
Dry chillies,2007,Whole Year ,Chhattisgarh,8.704336438489406,8.344267356262645,1246.2,13.597523936799112,964.48,0.687222222
Garlic,2007,Whole Year ,Chhattisgarh,6.804614520062624,7.836369760545124,1246.2,11.696865710979639,144.16,3.006666667
Ginger,2007,Whole Year ,Chhattisgarh,7.515889085215125,7.61972421378267,1246.2,12.408700787579482,293.76,1.184705882
Gram,2007,Rabi       ,Chhattisgarh,12.402835259836081,12.266024099643593,1246.2,17.296183317167888,38958.4,0.852777778
Groundnut,2007,Kharif     ,Chhattisgarh,10.362619801893228,10.596509725282923,1246.2,15.255940580117649,5064.48,1.35
Horse-gram,2007,Kharif     ,Chhattisgarh,10.823849983780336,9.68744373833714,1246.2,15.717182347650697,8032.48,0.3
Horse-gram,2007,Rabi       ,Chhattisgarh,7.942717540573791,6.714170529909472,1246.2,12.835717035065555,450.24,0.324166667
Jowar,2007,Kharif     ,Chhattisgarh,8.950273466557375,8.886409166849282,1246.2,13.843496862342942,1233.44,0.928888889
Khesari,2007,Rabi       ,Chhattisgarh,12.968172030083492,13.223129555236413,1246.2,17.861521847626072,68568.48,0.754
Linseed,2007,Rabi       ,Chhattisgarh,10.93133754807084,9.7473014693468,1246.2,15.824671926725811,8944.0,0.319375
Maize,2007,Kharif     ,Chhattisgarh,11.518828010622842,11.964835131320994,1246.2,16.41217027742864,16094.56,1.468333333
Masoor,2007,Rabi       ,Chhattisgarh,9.726690706384874,8.627123250788433,1246.2,14.619983615978434,2681.28,0.315333333
Mesta,2007,Kharif     ,Chhattisgarh,7.224753405767971,7.909856667269403,1246.2,12.11738240549286,219.52,2.12125
Moong(Green Gram),2007,Kharif     ,Chhattisgarh,9.128262260940575,7.86940171257709,1246.2,14.021506648306348,1473.76,0.275
Moong(Green Gram),2007,Rabi       ,Chhattisgarh,8.844768827529695,7.395107546562485,1246.2,13.737977897484933,1109.92,0.255714286
Niger seed,2007,Kharif     ,Chhattisgarh,11.183685015824267,9.457512901089753,1246.2,16.07702335428176,11511.36,0.202
Onion,2007,Whole Year ,Chhattisgarh,8.38320455141292,9.94712158955619,1246.2,13.276329697381211,699.52,5.119411765
Other  Rabi pulses,2007,Rabi       ,Chhattisgarh,7.913521017283895,5.860786223465865,1246.2,12.8065100622715,437.28,0.191764706
Other Kharif pulses,2007,Kharif     ,Chhattisgarh,8.886823846515187,7.52294091807237,1246.2,13.780038808656021,1157.6,0.250555556
Peas & beans (Pulses),2007,Rabi       ,Chhattisgarh,9.699901500437448,8.680671660408713,1246.2,14.593192801978766,2610.4,0.3325
Potato,2007,Kharif     ,Chhattisgarh,7.555381944240273,8.9947928972836,1246.2,12.448214579253698,305.6,6.440909091
Potato,2007,Rabi       ,Chhattisgarh,9.175127616220438,10.61344268474544,1246.2,14.068376936902082,1544.48,5.00875
Ragi,2007,Kharif     ,Chhattisgarh,9.141954459109717,7.862112211662748,1246.2,14.035200311780542,1494.08,0.258333333
Rapeseed &Mustard,2007,Rabi       ,Chhattisgarh,10.847354540180387,9.93488931567566,1246.2,15.740687363312656,8223.52,0.388888889
Rice,2007,Kharif     ,Chhattisgarh,15.177225812551736,15.544502913962724,1246.2,20.070577691733007,624460.96,1.393888889
Safflower,2007,Rabi       ,Chhattisgarh,6.240275845170769,4.8283137373023015,1246.2,11.131691399530792,81.92,0.26
Sannhamp,2007,Whole Year ,Chhattisgarh,7.381501894506707,6.285998094508865,1246.2,12.274235839596647,256.8,0.306470588
Sesamum,2007,Kharif     ,Chhattisgarh,9.963311854181793,8.816111895794005,1246.2,14.85661724311731,3397.12,0.330555556
Small millets,2007,Kharif     ,Chhattisgarh,12.24101981702154,10.885734550072973,1246.2,17.134367158403453,33137.92,0.258888889
Soyabean,2007,Kharif     ,Chhattisgarh,11.189685297117734,11.333942329441673,1246.2,16.083023718101977,11580.64,1.261428571
Sugarcane,2007,Whole Year ,Chhattisgarh,9.302646042760209,10.21299226949838,1246.2,14.195907673035641,1754.56,3.015
Sunflower,2007,Kharif     ,Chhattisgarh,8.73681053295389,7.693025748417888,1246.2,13.630003292183646,996.32,0.400714286
Sweet potato,2007,Whole Year ,Chhattisgarh,7.890582534656536,9.660268836790868,1246.2,12.783563153121381,427.36,5.865
Tobacco,2007,Whole Year ,Chhattisgarh,2.995732273553991,2.4849066497880004,1246.2,7.838185574410011,3.04,0.823333333
Turmeric,2007,Whole Year ,Chhattisgarh,6.823286122355687,6.741700694652055,1246.2,11.715557689920388,146.88,1.045
Urad,2007,Kharif     ,Chhattisgarh,11.599204073550652,10.419957218687204,1246.2,16.49254710237057,17441.6,0.32
Urad,2007,Rabi       ,Chhattisgarh,8.68541582383069,7.336936913707618,1246.2,13.578600177222349,946.4,0.244615385
Wheat,2007,Rabi       ,Chhattisgarh,11.461853198785724,11.557411140009506,1246.2,16.35519488711374,15203.2,1.299444444
Arhar/Tur,2007,Kharif     ,Gujarat,12.48786616443145,12.592018486191964,1021.6,17.38121455403571,42416.0,1.095909091
Bajra,2007,Kharif     ,Gujarat,13.498332387971635,13.654990805250826,1021.6,18.391683158499216,116512.0,1.3015
Bajra,2007,Summer     ,Gujarat,12.17252103261878,13.027835091841016,1021.6,17.065868034243206,30944.0,2.34952381
Banana,2007,Whole Year ,Gujarat,10.348205424565993,14.525072771651915,1021.6,15.241525747543552,4992.0,57.96166667
Castor seed,2007,Kharif     ,Gujarat,12.788570348498682,13.470624423571863,1021.6,17.681919710401452,57296.0,2.08
Cotton(lint),2007,Kharif     ,Gujarat,14.700104615977006,15.928834188630395,1021.6,19.593456339671764,387520.0,3.345909091
Dry chillies,2007,Whole Year ,Gujarat,9.024131268455035,8.974744612722734,1021.6,13.91736383042868,1328.0,0.953333333
Garlic,2007,Whole Year ,Gujarat,10.70551155928146,12.668236246916223,1021.6,15.59884143956706,7136.0,5.839411765
Gram,2007,Rabi       ,Gujarat,12.277467297099491,12.255819494787602,1021.6,17.170814809997122,34368.0,0.9536
Groundnut,2007,Kharif     ,Gujarat,14.353407037228465,14.930390147051076,1021.6,19.24675859111208,273984.0,1.708333333
Groundnut,2007,Summer     ,Gujarat,11.88242482344573,12.428019481065613,1021.6,16.77577009790657,23152.0,1.694347826
Guar seed,2007,Whole Year ,Gujarat,12.184854116317803,11.772215778919925,1021.6,17.07820118084532,31328.0,0.753333333
Jowar,2007,Kharif     ,Gujarat,11.307142836927456,11.616393190430356,1021.6,16.200482777563696,13024.0,1.297777778
Jowar,2007,Rabi       ,Gujarat,10.74937727911096,10.725489582719506,1021.6,15.642708114459023,7456.0,1.046363636
Maize,2007,Kharif     ,Gujarat,12.95749109270188,13.276115692180479,1021.6,17.850840885375458,67840.0,1.401176471
Moong(Green Gram),2007,Kharif     ,Gujarat,12.252006352956359,11.647465099148372,1021.6,17.145353746698817,33504.0,0.56125
Moth,2007,Kharif     ,Gujarat,10.813780332606648,10.27163147557801,1021.6,15.707112496396249,7952.0,0.633529412
Onion,2007,Whole Year ,Gujarat,11.088292827848269,14.537828601449368,1021.6,15.981629785548396,10464.0,28.88190476
Other  Rabi pulses,2007,Rabi       ,Gujarat,9.239996256883693,8.94910546953925,1021.6,14.133252035490429,1648.0,0.778181818
Other Cereals,2007,Kharif     ,Gujarat,9.409273194575334,8.867990898182093,1021.6,14.302543978649558,1952.0,0.674285714
Other Cereals,2007,Rabi       ,Gujarat,10.998777662206932,11.277215789596893,1021.6,15.892113198775622,9568.0,1.286666667
Other Kharif pulses,2007,Kharif     ,Gujarat,10.221977646629885,9.746892220313054,1021.6,15.115293689727126,4400.0,0.617368421
Potato,2007,Whole Year ,Gujarat,11.18859323930985,14.400850342806667,1021.6,16.081931645310974,11568.0,24.42333333
Ragi,2007,Kharif     ,Gujarat,9.985113621416073,9.809231816610408,1021.6,14.87842001845941,3472.0,0.9175
Rapeseed &Mustard,2007,Rabi       ,Gujarat,12.727841176689147,13.219673374422394,1021.6,17.62119036506009,53920.0,1.615909091
Rice,2007,Kharif     ,Gujarat,13.495306671216452,14.134910023553134,1021.6,18.388657437613873,116160.0,1.8325
Rice,2007,Summer     ,Gujarat,10.392098241730961,11.49171204297103,1021.6,15.285419930782673,5216.0,3.043333333
Sesamum,2007,Kharif     ,Gujarat,12.610206868403342,11.855812795093666,1021.6,17.50355568912759,47936.0,0.460454545
Sugarcane,2007,Whole Year ,Gujarat,12.259618151783465,16.53614794040474,1021.6,17.152965581466987,33760.0,71.189375
Tobacco,2007,Whole Year ,Gujarat,10.729875458480967,11.273411140805074,1021.6,15.623205874395575,7312.0,1.613333333
Urad,2007,Kharif     ,Gujarat,11.554077005184336,11.173262142245258,1021.6,16.44741961372392,16672.0,0.6992
Wheat,2007,Rabi       ,Gujarat,14.057594404088542,15.16038404735608,1021.6,18.95094575846389,203824.0,2.9304
Arhar/Tur,2007,Kharif     ,Haryana,10.267435980441359,10.328787967145063,443.8,15.160753627444,4604.64,0.842105263
Bajra,2007,Kharif     ,Haryana,13.350269967418766,13.960477193265989,443.8,18.243620520438792,100477.28,2.016
Barley,2007,Rabi       ,Haryana,10.58478985872815,11.695255355062795,443.8,15.478116883651188,6324.48,1.846
Castor seed,2007,Kharif     ,Haryana,7.649216319820633,7.550135342488429,443.8,12.542095495478033,335.68,0.762
Cotton(lint),2007,Kharif     ,Haryana,13.086684384947311,14.447846130476949,443.8,17.980034461317544,77195.84,1.882777778
Dry chillies,2007,Whole Year ,Haryana,7.186901020411631,9.53249633228804,443.8,12.07950211266744,211.36,8.716428571
